Sensor ID,segment number,Xorig,Yorig,Zorig,Xend,Yend,Zend,Z Vector X Rel Angle,Z Vector Y Rel Angle,Z Vector Z Rel Angle
10576.775,15,-0.377476,-0.0203188,1.52832,-0.3931034,-0.1748102,1.6203441,94.9667952,148.8601919,59.3475598
10576.775,16,-0.393289,-0.175183,1.62176,-0.4218731,-0.5031187,1.5843512,94.9495764,171.8300905,96.4834377
10576.775,17,-0.422377,-0.503843,1.5855,-0.5051809,-0.7929731,1.5223742,105.6315413,160.1949653,101.8538524
10576.775,18,-0.50582,-0.793702,1.52321,-0.5274185,-0.869157,1.5067145,105.623093,160.1920908,101.8692499
10576.775,19,-0.377001,-0.021725,1.54017,-0.3556553,0.1436565,1.6092609,83.2083648,23.6174152,67.4943212
10576.775,20,-0.355653,0.143779,1.60923,-0.3412316,0.4732529,1.5776479,87.5051207,6.0152711,95.4702158
10576.775,21,-0.341209,0.473145,1.57883,-0.3716436,0.7771909,1.5461577,95.6836906,8.3545115,96.1031075
10576.775,22,-0.371655,0.77722,1.54619,-0.3795977,0.8565691,1.5376645,95.683656,8.3541172,96.1022432
10576.78325,0,-0.37549,-0.058583,0.973035,-0.3829511,-0.0554074,1.15069,92.4044814,88.9768321,2.6133161
10576.78325,1,-0.375398,-0.0583184,0.969464,-0.3735738,0.0558978,0.9679344,89.0850392,1.1936455,90.7671561
10576.78325,2,-0.373776,0.0556032,0.975451,-0.3471015,0.1060216,0.5205894,86.6642291,83.6857221,172.8524413
10576.78325,3,-0.347192,0.106033,0.520564,-0.3240783,0.1499257,0.1238112,86.6860555,83.6976545,172.8731931
10576.78325,4,-0.324127,0.149866,0.124465,-0.2597297,0.1293628,0.0547378,48.4575318,102.1895192,135.8948711
10576.78325,5,-0.259825,0.129296,0.0557287,-0.5189075,0.2188979,0.0602945,160.8994901,70.925155,89.0458322
10576.78325,6,-0.37549,-0.0585855,0.973034,-0.3773227,-0.1727926,0.9751325,90.9192184,178.6035461,88.9474574
10576.78325,7,-0.377549,-0.172752,0.978708,-0.3512508,-0.2480821,0.5272809,86.7113305,99.4579665,169.9766817
10576.78325,8,-0.35133,-0.24805,0.530451,-0.3360887,-0.3146945,0.1364967,87.8154588,99.5946687,170.1553645
10576.78325,9,-0.335963,-0.314611,0.137446,-0.2593241,-0.3116343,0.0778902,37.8853618,88.2433284,127.829732
10576.78325,10,-0.259434,-0.31165,0.0779186,-0.5313542,-0.3200293,0.0438269,172.6436519,91.7513177,97.1427587
10576.78325,11,-0.383839,-0.0547889,1.16836,-0.3832972,-0.0492027,1.3373428,89.8163856,88.1066315,1.9021001
10576.78325,12,-0.383414,-0.0499939,1.32506,-0.375226,-0.0426817,1.4949236,87.2428199,87.5379532,3.6978848
10576.78325,13,-0.375187,-0.0409213,1.49699,-0.3995911,-0.0350101,1.637566,99.8399185,87.627592,10.1274663
10576.78325,14,-0.399595,-0.0350114,1.63763,-0.4467501,-0.039308,1.9204376,99.4652854,90.8585521,9.5047206
10576.78325,15,-0.375226,-0.0426806,1.49493,-0.3949554,-0.2128589,1.5517662,96.2751958,160.5299755,71.6463096
10576.78325,16,-0.394851,-0.213676,1.54991,-0.4568647,-0.53417,1.4933737,100.7884911,165.3274013,99.8256717
10576.78325,17,-0.456657,-0.534573,1.49258,-0.5653708,-0.8163511,1.4358342,110.7176505,156.480886,100.6410188
10576.78325,18,-0.565353,-0.816531,1.43552,-0.5937297,-0.8900734,1.4207443,110.7213873,156.4895022,100.6165928
10576.78325,19,-0.374469,-0.0402696,1.49002,-0.3500479,0.1349955,1.5256012,82.2242057,13.8326965,78.6310546
10576.78325,20,-0.35005,0.134994,1.5256,-0.3397217,0.4660412,1.5333035,88.2134917,2.2295282,88.6676098
10576.78325,21,-0.339649,0.466353,1.53283,-0.3836019,0.7704634,1.5375899,98.2229859,8.2712898,89.1125102
10576.78325,22,-0.383611,0.770484,1.53759,-0.3950815,0.8498499,1.5388317,98.2228701,8.2712898,89.1128483
10576.8,0,-0.379086,-0.0676227,0.957156,-0.3836297,-0.0564143,1.1345843,91.4640378,86.3865386,3.8993924
10576.8,1,-0.379089,-0.0673091,0.959204,-0.3770584,0.0466757,0.9518319,88.9815483,3.8382519,93.6999479
10576.8,2,-0.376791,0.0474288,0.94882,-0.3421514,0.10425,0.4952521,85.6664686,82.8799341,171.6529842
10576.8,3,-0.342151,0.104262,0.49525,-0.3132808,0.1542135,0.0995923,85.8594124,82.8234021,171.7036567
10576.8,4,-0.313254,0.154254,0.0993162,-0.2460894,0.1310768,0.0331269,46.2373124,103.808823,132.9711487
10576.8,5,-0.246069,0.131138,0.0327235,-0.5031283,0.226001,0.0229978,159.6468996,69.7576371,92.0328338
10576.8,6,-0.379086,-0.0676245,0.957154,-0.3811087,-0.1816299,0.964203,91.014492,176.3199255,86.4624141
10576.8,7,-0.381092,-0.182168,0.962129,-0.373655,-0.2553687,0.509648,89.0704555,99.1882647,170.7641378
10576.8,8,-0.373623,-0.255758,0.507728,-0.3343808,-0.3175932,0.1146501,84.367679,98.89644,169.4460882
10576.8,9,-0.334352,-0.317688,0.114029,-0.2567971,-0.3184337,0.0555999,36.9962402,90.4400141,126.9927527
10576.8,10,-0.256803,-0.318433,0.0556057,-0.5282221,-0.3118842,0.0173714,171.8664572,88.6313487,98.0160792
10576.8,11,-0.384414,-0.0547486,1.16353,-0.3814746,-0.0491009,1.3324861,89.0038512,88.0857815,2.1576769
10576.8,12,-0.382352,-0.0512251,1.33907,-0.3723325,-0.0509796,1.5089927,86.6254479,89.9173628,3.3755938
10576.8,13,-0.372212,-0.0477979,1.50982,-0.4001679,-0.0484303,1.6498564,101.2895915,90.2537518,11.2925876
10576.8,14,-0.400187,-0.0484303,1.64987,-0.4553477,-0.0429996,1.931206,101.0910687,88.9147989,11.1453424
10576.8,15,-0.372328,-0.0509673,1.50903,-0.3915662,-0.2195359,1.5706316,96.1183776,159.0508323,70.0449394
10576.8,16,-0.391832,-0.220916,1.57101,-0.459923,-0.54321,1.5356761,101.8604094,166.6114076,96.1224113
10576.8,17,-0.460056,-0.543766,1.53574,-0.5671937,-0.8298126,1.5020272,110.4037872,158.5625305,96.2982528
10576.8,18,-0.567297,-0.830122,1.50203,-0.5952604,-0.9047711,1.4932203,110.4060491,158.5576713,96.3064959
10576.8,19,-0.371332,-0.0475744,1.51049,-0.3449671,0.1216155,1.5675859,81.6009862,20.3904625,71.5594202
10576.8,20,-0.344962,0.121633,1.56758,-0.3390432,0.4527677,1.5761325,88.9763278,1.7991979,88.5207394
10576.8,21,-0.338932,0.453257,1.57627,-0.3803776,0.757691,1.5825845,97.7509292,7.8407777,88.8226092
10576.8,22,-0.380382,0.757705,1.58258,-0.3911981,0.8371553,1.5842281,97.7507557,7.8407777,88.8225175
10576.80825,0,-0.381814,-0.0662056,0.964675,-0.3861992,-0.0592583,1.1423251,91.4129483,87.7611707,2.6482679
10576.80825,1,-0.381777,-0.0661377,0.96391,-0.3784553,0.0479747,0.9596272,88.3338044,2.7192403,92.1484707
10576.80825,2,-0.378213,0.0480495,0.961362,-0.3470124,0.1071257,0.5078326,86.0973979,82.5958167,171.6198957
10576.80825,3,-0.347013,0.107126,0.507831,-0.3198581,0.1586057,0.1122477,86.1058055,82.6026344,171.6301235
10576.80825,4,-0.319863,0.15859,0.112398,-0.2501883,0.1346456,0.0491415,44.1496484,104.2754625,130.6492782
10576.80825,5,-0.250203,0.134629,0.0493689,-0.5069667,0.2285289,0.0286745,159.4700502,69.9720197,94.3287048
10576.80825,6,-0.381815,-0.0662061,0.964675,-0.3851306,-0.1803139,0.9690825,91.6631175,177.2328729,87.7889342
10576.80825,7,-0.385174,-0.180266,0.969836,-0.3534435,-0.2515271,0.5180977,86.0310189,98.9427797,170.2027275
10576.80825,8,-0.353486,-0.251488,0.518757,-0.3338662,-0.3135327,0.1242457,87.187424,98.9268298,170.6336805
10576.80825,9,-0.333881,-0.313512,0.124448,-0.2562438,-0.3160766,0.06618,36.9155191,91.5133976,126.8738368
10576.80825,10,-0.256247,-0.316077,0.066177,-0.5273502,-0.3026894,0.0274876,171.4125073,87.2012259,98.1121401
10576.80825,11,-0.386933,-0.0583267,1.16593,-0.3834338,-0.0543917,1.334924,88.8141219,88.666412,1.784539
10576.80825,12,-0.38416,-0.0564933,1.33272,-0.3730701,-0.0558973,1.5025753,86.2644768,89.7993933,3.741162
10576.80825,13,-0.372717,-0.0526158,1.50401,-0.3999546,-0.0526497,1.6441893,100.9958562,90.0136182,10.9958504
10576.80825,14,-0.399962,-0.0526491,1.64419,-0.4591348,-0.0367453,1.9243111,101.9091823,86.8205555,12.3382876
10576.80825,15,-0.373067,-0.0558895,1.5026,-0.3912684,-0.2262338,1.5594485,95.7874859,160.6887436,71.6422046
10576.80825,16,-0.39152,-0.227586,1.55891,-0.4584283,-0.5495305,1.5184956,101.6514809,166.3528093,97.0068496
10576.80825,17,-0.458489,-0.550057,1.51835,-0.5550326,-0.8394883,1.4816554,108.3101112,160.361358,96.8578801
10576.80825,18,-0.555091,-0.839785,1.4816,-0.5802896,-0.9153201,1.4720327,108.3122839,160.361699,96.8513014
10576.80825,19,-0.37229,-0.0525386,1.50082,-0.3468491,0.1179363,1.5544047,81.8973513,19.1855989,72.7304153
10576.80825,20,-0.346842,0.117931,1.55441,-0.3331153,0.4486151,1.5691731,87.6253728,3.4885297,87.4459799
10576.80825,21,-0.333021,0.449052,1.569,-0.3781266,0.7527386,1.5823247,98.4401949,8.8035128,87.5148988
10576.80825,22,-0.378128,0.752739,1.58233,-0.3898993,0.8319943,1.5858073,98.4400211,8.8035128,87.5150307
10576.81663,0,-0.383058,-0.0671964,0.960296,-0.3876183,-0.0596244,1.1379162,91.469391,87.5597398,2.8489945
10576.81663,1,-0.383048,-0.0669358,0.961067,-0.3791623,0.0471374,0.9562475,88.050794,3.1060018,92.4178489
10576.81663,2,-0.378984,0.0474556,0.955918,-0.3450481,0.1055315,0.5024555,85.7546647,82.7218694,171.5626914
10576.81663,3,-0.345048,0.105532,0.502454,-0.3154721,0.1561456,0.1069327,85.7580142,82.727761,171.5693323
10576.81663,4,-0.315467,0.156154,0.106901,-0.2452187,0.1310763,0.0447273,43.6616014,104.9665452,129.8124032
10576.81663,5,-0.245212,0.131088,0.0446844,-0.5004376,0.2281502,0.0199478,158.5722521,69.2670344,95.1763442
10576.81663,6,-0.383058,-0.0671968,0.960295,-0.3869388,-0.1812744,0.9650097,91.9467351,176.9355156,87.63472
10576.81663,7,-0.386935,-0.181601,0.964228,-0.3676052,-0.2521965,0.5116851,87.5833669,98.8585722,170.8124561
10576.81663,8,-0.367594,-0.252424,0.510946,-0.335049,-0.3145842,0.1173083,85.3312681,98.9435917,169.8934089
10576.81663,9,-0.33504,-0.314633,0.117065,-0.2577356,-0.3177765,0.0583843,37.2411962,91.8551375,127.1788468
10576.81663,10,-0.257734,-0.317777,0.0583873,-0.5289003,-0.3019302,0.0210951,171.501216,86.6865835,97.8173165
10576.81663,11,-0.388365,-0.0584057,1.16416,-0.3850503,-0.0547263,1.3331635,88.87665,88.7530251,1.6783472
10576.81663,12,-0.385769,-0.0569281,1.33508,-0.3749239,-0.0573885,1.5049516,86.347034,90.1549595,3.6558933
10576.81663,13,-0.374669,-0.0538492,1.506,-0.4014929,-0.0547913,1.6462559,100.8268142,90.378018,10.8336597
10576.81663,14,-0.401503,-0.0547901,1.64626,-0.4622818,-0.0341208,1.9257253,102.2373553,85.8663863,12.9372105
10576.81663,15,-0.374921,-0.0573774,1.50499,-0.3924992,-0.2269433,1.5643086,95.5886702,159.9548815,70.8140535
10576.81663,16,-0.392738,-0.228431,1.5642,-0.4608373,-0.5510195,1.5316825,101.8618731,166.8331856,95.6327528
10576.81663,17,-0.460903,-0.551588,1.53163,-0.560311,-0.840908,1.5024811,108.8735722,160.2997374,95.4428361
10576.81663,18,-0.560373,-0.841221,1.50245,-0.5863195,-0.9167257,1.4948424,108.8760548,160.2971881,95.4431239
10576.81663,19,-0.374075,-0.0534515,1.50511,-0.3490144,0.1161172,1.5616664,82.0192724,20.0424438,71.7398525
10576.81663,20,-0.349005,0.116119,1.56167,-0.3345017,0.4466997,1.5779291,87.4909494,3.7708996,87.186965
10576.81663,21,-0.334395,0.447227,1.57794,-0.3761694,0.7512987,1.5931991,97.8128055,8.321322,87.1538478
10576.81663,22,-0.37617,0.751301,1.5932,-0.3870719,0.8306568,1.5971823,97.812632,8.3209261,87.1538593
10576.825,0,-0.384293,-0.0670286,0.962956,-0.3879765,-0.0604043,1.1406343,91.1868065,87.8653014,2.4431632
10576.825,1,-0.384691,-0.0668247,0.963044,-0.3791327,0.0472062,0.9589126,87.2112301,3.4753222,92.0724908
10576.825,2,-0.379184,0.0474737,0.959131,-0.3460832,0.1046937,0.505498,85.8593205,82.8296966,171.7092176
10576.825,3,-0.346083,0.104693,0.505497,-0.3172049,0.1545585,0.109829,85.858275,82.8358178,171.7139871
10576.825,4,-0.317207,0.15456,0.109847,-0.2471765,0.1289641,0.0476388,43.8474315,105.2832466,129.8389623
10576.825,5,-0.247181,0.128967,0.04767,-0.5015545,0.2282775,0.0230831,158.0899783,68.7638337,95.1449219
10576.825,6,-0.384293,-0.0670287,0.962956,-0.3898159,-0.1810617,0.9670769,92.7709987,176.5417329,87.9327667
10576.825,7,-0.389421,-0.181263,0.966984,-0.3595439,-0.2519964,0.5150362,86.2631849,98.8760268,170.3578206
10576.825,8,-0.359307,-0.252135,0.51492,-0.3335495,-0.3136695,0.1206818,86.3064884,98.8528315,170.3962088
10576.825,9,-0.333532,-0.313687,0.120635,-0.2562492,-0.317024,0.0619364,37.262304,91.969363,127.1920797
10576.825,10,-0.256248,-0.317024,0.061937,-0.5273857,-0.3004959,0.0247315,171.4609909,86.5439718,97.7990416
10576.825,11,-0.38887,-0.059425,1.16591,-0.3851972,-0.0563736,1.3349185,88.7552659,88.9659097,1.6185962
10576.825,12,-0.386478,-0.0586275,1.33535,-0.3756753,-0.0594784,1.5052228,86.3613353,90.2864068,3.649598
10576.825,13,-0.37533,-0.0558795,1.50658,-0.4019096,-0.057001,1.6468811,100.727021,90.4499679,10.7365982
10576.825,14,-0.40192,-0.0569998,1.64688,-0.4649108,-0.0326812,1.9255608,102.6900036,85.1349238,13.6197229
10576.825,15,-0.375671,-0.0594679,1.50526,-0.3938816,-0.2291789,1.5639696,95.7904229,160.0897131,71.0186117
10576.825,16,-0.394197,-0.230668,1.56367,-0.4611931,-0.5536975,1.5333086,101.6669842,167.1722661,95.258175
10576.825,17,-0.461274,-0.554262,1.53321,-0.5640347,-0.8426085,1.5061131,109.5355092,159.7681615,95.0586364
10576.825,18,-0.564105,-0.842921,1.50607,-0.5909262,-0.9181722,1.499003,109.5377587,159.766836,95.0552945
10576.825,19,-0.374957,-0.0556673,1.50462,-0.3493029,0.1137004,1.5615123,81.8289968,20.2278618,71.6275346
10576.825,20,-0.349292,0.113698,1.56151,-0.3316438,0.4440031,1.5800973,86.9464085,4.437001,86.7837659
10576.825,21,-0.331549,0.444506,1.58004,-0.3722484,0.7486127,1.5973701,97.6105556,8.2760677,86.7671811
10576.825,22,-0.372248,0.748613,1.59737,-0.3828694,0.8279779,1.6018927,97.6103822,8.2760677,86.76725
10576.83325,0,-0.385414,-0.0656928,0.964074,-0.3887731,-0.0599657,1.14179,91.0823014,88.154562,2.1393372
10576.83325,1,-0.385417,-0.0654997,0.964357,-0.3789979,0.0485052,0.960793,86.7788995,3.6845352,91.7877465
10576.83325,2,-0.378698,0.048739,0.960903,-0.3437712,0.1045562,0.5072324,85.6304633,83.0063697,171.7418636
10576.83325,3,-0.343771,0.104556,0.507231,-0.3133537,0.1532076,0.1115274,85.6371059,83.0111031,171.7494463
10576.83325,4,-0.313351,0.15321,0.111534,-0.2425835,0.1272592,0.0503148,43.2160366,105.5004533,129.0831091
10576.83325,5,-0.242578,0.127263,0.0503296,-0.4965471,0.2266511,0.0221387,157.8645992,68.7464367,95.9015819
10576.83325,6,-0.385414,-0.0656931,0.964074,-0.3918231,-0.1796996,0.9676025,93.2160505,176.3279682,88.2300639
10576.83325,7,-0.391807,-0.179909,0.967318,-0.3619923,-0.2518027,0.5155494,86.2709995,99.0228297,170.2249755
10576.83325,8,-0.361987,-0.251947,0.51527,-0.3359628,-0.3145227,0.1212133,86.2681917,99.0038597,170.2415255
10576.83325,9,-0.335957,-0.314547,0.121118,-0.2580594,-0.3181653,0.0632548,36.6589127,92.1354497,126.5758188
10576.83325,10,-0.258059,-0.318166,0.0632561,-0.5287158,-0.3006272,0.0231284,170.8088684,86.3323478,98.415868
10576.83325,11,-0.389431,-0.0590829,1.16732,-0.3853307,-0.0564208,1.3363253,88.6103724,89.0978579,1.6566887
10576.83325,12,-0.386218,-0.0587595,1.33715,-0.3748935,-0.0595277,1.5069891,86.1853343,90.2585647,3.8236735
10576.83325,13,-0.374609,-0.0559197,1.50818,-0.4009634,-0.0569347,1.6485244,100.6350724,90.4072464,10.6430057
10576.83325,14,-0.400973,-0.0569334,1.64852,-0.4658852,-0.0304449,1.926561,103.0838639,84.6996368,14.1523557
10576.83325,15,-0.37489,-0.0595163,1.50702,-0.3925415,-0.2288033,1.5671083,95.6120381,159.6981942,70.5551722
10576.83325,16,-0.392803,-0.230322,1.56688,-0.4595688,-0.5534817,1.5374097,101.6263265,167.2740831,95.1034401
10576.83325,17,-0.459638,-0.55406,1.53733,-0.553736,-0.8454184,1.5109978,107.8304937,161.4600174,94.9155312
10576.83325,18,-0.5538,-0.84574,1.51096,-0.5783606,-0.9217772,1.5040907,107.832841,161.4583957,94.913484
10576.83325,19,-0.37407,-0.0555216,1.50659,-0.3484563,0.1133849,1.5648549,81.8419625,20.6470981,71.1678398
10576.83325,20,-0.348445,0.113383,1.56486,-0.3330456,0.4435983,1.5867495,87.3358234,4.6333702,86.2115992
10576.83325,21,-0.332938,0.444131,1.58671,-0.3695373,0.7485733,1.6070321,96.8399908,7.8294298,86.2082917
10576.83325,22,-0.369538,0.748575,1.60703,-0.3790894,0.8280275,1.6123335,96.8398176,7.8294298,86.2083434
10576.84163,0,-0.386109,-0.065895,0.964012,-0.3900909,-0.0596437,1.1416975,91.2829769,87.9855639,2.3887955
10576.84163,1,-0.386245,-0.0656778,0.964246,-0.3789734,0.0482663,0.9603886,86.3505821,4.131758,91.9349942
10576.84163,2,-0.378929,0.0486475,0.960521,-0.3447998,0.1047834,0.5068289,85.7304362,82.9662489,171.7606333
10576.84163,3,-0.3448,0.104783,0.506828,-0.31504,0.1536881,0.1111056,85.7315566,82.9745042,171.7682331
10576.84163,4,-0.31504,0.153693,0.111115,-0.2443004,0.1270346,0.0501681,43.2401293,105.934186,128.876367
10576.84163,5,-0.244301,0.127041,0.0501861,-0.4971928,0.228864,0.0210172,157.2746117,68.1994345,96.1070835
10576.84163,6,-0.386109,-0.0658951,0.964012,-0.3933608,-0.1798416,0.9678349,93.6394857,175.8849754,88.0823476
10576.84163,7,-0.393217,-0.180069,0.967599,-0.360793,-0.2510404,0.5158643,85.9441289,98.906125,170.2000342
10576.84163,8,-0.360708,-0.2512,0.515624,-0.332516,-0.3129404,0.1215845,85.9568459,98.8826958,170.2270005
10576.84163,9,-0.332504,-0.312966,0.121499,-0.2549948,-0.315564,0.0630622,37.0410624,91.5330857,126.99842
10576.84163,10,-0.254994,-0.315563,0.0630631,-0.5261712,-0.3020872,0.024927,171.5167375,87.1827831,97.9953655
10576.84163,11,-0.390823,-0.0587484,1.16717,-0.38674,-0.0560681,1.3361755,88.6162469,89.0916749,1.6547057
10576.84163,12,-0.387623,-0.0585063,1.3369,-0.3757535,-0.0597316,1.5066993,86.0014688,90.4124478,4.0197057
10576.84163,13,-0.375428,-0.055998,1.50782,-0.4010661,-0.0573191,1.6482945,100.3427925,90.5300502,10.3565767
10576.84163,14,-0.401074,-0.0573176,1.64829,-0.4654073,-0.0332224,1.9266832,102.9651291,85.1797229,13.8616636
10576.84163,15,-0.37575,-0.05972,1.50673,-0.3933573,-0.2292053,1.5662694,95.597939,159.8804605,70.7398431
10576.84163,16,-0.393634,-0.230766,1.56606,-0.4608683,-0.5541496,1.5403501,101.7090521,167.4511191,94.450828
10576.84163,17,-0.460939,-0.554742,1.54027,-0.5572588,-0.8456748,1.5175057,108.266181,161.2120472,94.2481793
10576.84163,18,-0.557324,-0.846002,1.51747,-0.5824644,-0.921928,1.5115318,108.2685341,161.2102683,94.2461799
10576.84163,19,-0.374926,-0.0557664,1.50624,-0.3489759,0.1129123,1.5650135,81.7340567,20.8511962,70.9971613
10576.84163,20,-0.348965,0.11291,1.56502,-0.3327086,0.4428908,1.5896557,87.1874297,5.1109875,85.7354807
10576.84163,21,-0.332602,0.443417,1.58961,-0.3687256,0.7477222,1.6126546,96.7506694,8.0148354,85.6994097
10576.84163,22,-0.368726,0.747722,1.61265,-0.3781532,0.8271387,1.618664,96.7504963,8.0148354,85.6994729
10576.84988,0,-0.385251,-0.0662028,0.962739,-0.3889285,-0.0600405,1.1404342,91.1848867,88.0142464,2.3119546
10576.84988,1,-0.385242,-0.0659987,0.96318,-0.3771411,0.0478909,0.9593668,85.9336978,4.4951292,91.9127853
10576.84988,2,-0.376778,0.0481678,0.959168,-0.3438144,0.104234,0.505381,85.8765138,82.9750238,171.8438101
10576.84988,3,-0.343815,0.104234,0.50538,-0.3151166,0.1531015,0.1095744,85.8840907,82.9799307,171.8518912
10576.84988,4,-0.31511,0.153107,0.109554,-0.2449079,0.1264699,0.0479796,43.7010902,105.9211372,129.3535615
10576.84988,5,-0.244898,0.126478,0.047953,-0.4977174,0.2291019,0.0210502,157.2354887,68.0190684,95.6310486
10576.84988,6,-0.385251,-0.0662029,0.962739,-0.393342,-0.1800952,0.9664896,94.0612934,175.5224503,88.1186128
10576.84988,7,-0.393334,-0.180332,0.966043,-0.3624003,-0.2513611,0.514213,86.1308382,98.9134325,170.2703007
10576.84988,8,-0.362396,-0.251527,0.513787,-0.3353789,-0.3133494,0.1196783,86.1256066,98.8945842,170.2855688
10576.84988,9,-0.335372,-0.313381,0.119538,-0.2581319,-0.3160287,0.0607482,37.3038273,91.5624204,127.2596467
10576.84988,10,-0.25813,-0.316029,0.0607497,-0.5294624,-0.3022484,0.0238463,171.7394706,87.1189971,97.735317
10576.84988,11,-0.389653,-0.0590943,1.16629,-0.3857408,-0.0565771,1.3353019,88.6741433,89.1469375,1.5775058
10576.84988,12,-0.386639,-0.0589123,1.33659,-0.3753873,-0.0603439,1.5064296,86.2098823,90.4818712,3.8210951
10576.84988,13,-0.375116,-0.0566493,1.50749,-0.4013957,-0.0581033,1.6478445,100.6045845,90.5833785,10.6209569
10576.84988,14,-0.401404,-0.0581018,1.64785,-0.4643351,-0.033047,1.9264789,102.677788,84.9872859,13.6636939
10576.84988,15,-0.375383,-0.0603319,1.50647,-0.3931394,-0.2295039,1.5668503,95.6455228,159.5932635,70.4568304
10576.84988,16,-0.393395,-0.231046,1.56669,-0.4613628,-0.5544889,1.5438097,101.8386313,167.4984099,93.9601421
10576.84988,17,-0.46143,-0.555073,1.54375,-0.5574216,-0.8463128,1.5236868,108.201754,161.3905877,93.7433435
10576.84988,18,-0.557484,-0.846635,1.52366,-0.5825389,-0.922641,1.5184258,108.2042269,161.3886128,93.7419942
10576.84988,19,-0.374603,-0.0563703,1.50631,-0.3488332,0.1122331,1.5653781,81.7918918,20.9182176,70.8982355
10576.84988,20,-0.348821,0.112233,1.56538,-0.3292758,0.441897,1.5917986,86.6178315,5.6928248,85.4262237
10576.84988,21,-0.329171,0.442426,1.59179,-0.3641232,0.7467229,1.6166746,96.5307825,8.0259229,85.3553086
10576.84988,22,-0.364124,0.746724,1.61667,-0.3732455,0.8261386,1.6231642,96.5306095,8.0255125,85.3553603
10576.85825,0,-0.384819,-0.0667062,0.9643,-0.3884769,-0.0605825,1.1419968,91.1785599,88.0267042,2.2991362
10576.85825,1,-0.384943,-0.0665093,0.964564,-0.3762325,0.0473371,0.9608059,85.6271477,4.7634749,91.8851765
10576.85825,2,-0.37616,0.0476465,0.960854,-0.3440832,0.1051874,0.507188,85.987621,82.7892717,171.7378756
10576.85825,3,-0.344082,0.105188,0.507188,-0.3161156,0.1553302,0.1114896,85.9892465,82.7958554,171.7442574
10576.85825,4,-0.316115,0.155334,0.111492,-0.2455251,0.1289421,0.0502563,43.3688594,105.7707505,129.0956584
10576.85825,5,-0.245524,0.128948,0.0502637,-0.4988317,0.2300266,0.0221326,157.5006689,68.366877,95.889025
10576.85825,6,-0.384819,-0.0667063,0.9643,-0.3935111,-0.1805553,0.9680212,94.3636238,175.2524206,88.1333744
10576.85825,7,-0.39338,-0.180767,0.967754,-0.3628265,-0.2524838,0.5160065,86.178455,99.0004371,170.209464
10576.85825,8,-0.362747,-0.252631,0.515741,-0.3361757,-0.3150467,0.1216955,86.1896353,98.9806562,170.2320649
10576.85825,9,-0.336165,-0.315071,0.121603,-0.2589238,-0.3181682,0.0628366,37.3027873,91.827799,127.2422995
10576.85825,10,-0.258923,-0.318168,0.0628383,-0.5301422,-0.3024767,0.0258653,171.5763696,86.7191412,97.750004
10576.85825,11,-0.389166,-0.0596831,1.16754,-0.385298,-0.0573249,1.3365553,88.6891129,89.200824,1.5353163
10576.85825,12,-0.386166,-0.0596761,1.33734,-0.3750217,-0.061368,1.5071844,86.2461317,90.5695008,3.7969455
10576.85825,13,-0.37473,-0.0576754,1.50825,-0.4005831,-0.0592629,1.6486822,100.4305175,90.6369474,10.4504939
10576.85825,14,-0.400592,-0.0592619,1.64868,-0.4647415,-0.033644,1.9269797,102.9274446,84.8743323,13.9394135
10576.85825,15,-0.375018,-0.0613562,1.50722,-0.3923956,-0.2305583,1.5676263,95.5247026,159.6207228,70.4480752
